Bike_ID,Brand,Model_Name,Category,Engine_CC,Max_Power_bhp,Max_Torque_Nm,Top_Speed_kmph,Mileage_kmpl,Price_INR,Country_Origin,Launch_Year,ABS,Fuel_Type,Transmission,Popular_in_India,Description
B0183,Brahmos,SR 250 X,Sports,390,42.0,45.5,162,15.5,955329,India,2019,Yes,Petrol,Manual,Yes,High-performance sportbike
B0184,Bajaj,GT 110 Pro,Commuter,100,19.8,8.8,125,44.9,215064,India,2007,Yes,Petrol,Automatic,Yes,Fuel-efficient daily commuter
B0185,Hero,SR 500 X,Electric,0,93.5,83.3,71,,765310,India,2010,No,Electric,Manual,Yes,Electric powertrain with instant torque
B0186,Honda,Thunder 500 X,Adventure,390,66.3,31.9,197,28.3,852976,Japan,2022,No,Petrol,Automatic,No,Dual-purpose adventure tourer
B0187,TVS,GT 300 R,Cruiser,1200,159.6,102.6,182,14.9,3035840,India,2023,No,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0188,Ducati,V 125 Pro,Cruiser,750,61.2,73.4,195,8.7,3098799,Italy,2012,Yes,Petrol,Manual,No,Comfort-focused road cruiser
B0189,Ather,X 800 R,Adventure,1200,145.8,91.3,287,14.9,1015620,India,2016,No,Petrol,Manual,Yes,Dual-purpose adventure tourer
B0190,BMW,S 150 X,Adventure,1200,124.3,75.4,209,11.0,684998,Germany,2015,Yes,Petrol,Manual,No,Dual-purpose adventure tourer
B0191,Brahmos,GT 400,Sports,155,41.2,27.8,124,27.5,906620,India,2009,No,Petrol,Automatic,Yes,Entry-level performance machine
B0192,Yezdi,Thunder 800,Commuter,150,10.1,13.8,144,65.6,248268,India,2014,Yes,Petrol,Automatic,Yes,Fuel-efficient daily commuter
B0193,Ampere,X 650 Z,Sports,0,59.8,133.7,132,,153955,India,2025,No,Electric,Manual,Yes,High-performance sportbike
B0194,Jawa,R 150 S,Cruiser,750,95.4,48.1,202,13.4,1163453,India,2008,No,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0195,Hero,Turbo 650 X,Sports,0,80.7,97.8,123,,517108,India,2020,No,Electric,Manual,Yes,High-performance sportbike
B0196,MV Agusta,Turbo 110 Pro,Cruiser,750,70.4,48.7,203,10.0,1647334,Italy,2024,Yes,Petrol,Automatic,No,Comfort-focused road cruiser
B0197,Harley-Davidson,Thunder 500 R,Naked,0,75.2,66.5,80,,181492,USA,2022,Yes,Electric,Automatic,No,High-performance sportbike
B0198,Ampere,R 100 X,Cruiser,1200,124.4,73.3,180,9.3,2146390,India,2008,No,Petrol,Manual,Yes,Comfort-focused road cruiser
B0199,Hero,F 200 Pro,Cruiser,883,111.6,93.8,242,13.9,1112827,India,2017,Yes,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0200,Yamaha,X 200 X,Sports,300,40.9,23.0,129,35.0,1273321,Japan,2022,No,Petrol,Manual,Yes,Entry-level performance machine
B0201,Honda,Thunder 390,Commuter,150,10.8,9.8,125,66.1,238368,Japan,2019,Yes,Petrol,Manual,Yes,Fuel-efficient daily commuter
B0202,Yezdi,SR 125 Pro,Electric,0,92.2,131.4,115,,493455,India,2015,Yes,Electric,Automatic,Yes,Electric powertrain with instant torque
B0203,TVS,Pro 300 Z,Sports,0,45.6,54.8,126,,600412,India,2008,Yes,Electric,Automatic,Yes,High-performance sportbike
B0204,BMW,R 110 Z,Adventure,250,41.7,28.1,176,28.2,2216362,Germany,2017,Yes,Petrol,Automatic,Yes,Dual-purpose adventure tourer
B0205,Triumph,Thunder 100 X,Naked,300,21.2,21.6,137,37.9,473037,UK,2012,No,Petrol,Manual,Yes,Entry-level performance machine
B0206,Kawasaki,Classic 200,Commuter,150,9.1,10.7,126,59.6,286215,Japan,2007,Yes,Petrol,Manual,Yes,Fuel-efficient daily commuter
B0207,Ducati,Pro 400 Pro,Classic,350,63.3,45.9,171,15.5,618370,Italy,2025,No,Petrol,Automatic,No,Retro-inspired motorcycle with thumping torque
B0208,MV Agusta,Classic 350 Z,Sports,300,41.8,23.4,142,26.9,1107217,Italy,2010,No,Petrol,Manual,No,Entry-level performance machine
B0209,Ultraviolette,F 150,Commuter,110,12.9,8.1,143,30.4,156291,India,2013,Yes,Petrol,Manual,Yes,Fuel-efficient daily commuter
B0210,Triumph,V 650,Commuter,125,12.5,10.1,116,38.7,291476,UK,2021,Yes,Petrol,Manual,No,Fuel-efficient daily commuter
B0211,Yamaha,S 400 S,Adventure,650,79.3,56.8,195,15.7,1736362,Japan,2009,No,Petrol,Manual,No,Dual-purpose adventure tourer
B0212,Okinawa,S 300,Touring,1000,140.5,109.3,217,7.6,2760189,India,2012,Yes,Petrol,Automatic,Yes,Long-distance touring motorcycle
B0213,MV Agusta,Turbo 500 S,Adventure,1200,101.9,109.5,251,6.8,1840985,Italy,2025,Yes,Petrol,Automatic,Yes,Dual-purpose adventure tourer
B0214,Yamaha,V 300 S,Cruiser,750,71.8,74.8,220,8.6,3983758,Japan,2021,Yes,Petrol,Manual,Yes,Comfort-focused road cruiser
B0215,MV Agusta,V 300 Pro,Classic,350,38.0,35.2,198,17.1,666835,Italy,2025,Yes,Petrol,Automatic,Yes,Retro-inspired motorcycle with thumping torque
B0216,Kawasaki,GT 400 R,Cruiser,883,144.6,77.8,235,11.3,2547033,Japan,2016,Yes,Petrol,Manual,No,Comfort-focused road cruiser
B0217,Brahmos,Pro 150 Pro,Commuter,100,11.0,12.2,122,42.5,125086,India,2006,Yes,Petrol,Manual,Yes,Fuel-efficient daily commuter
B0218,Ampere,Turbo 650 Z,Electric,0,40.4,58.8,103,,979461,India,2020,Yes,Electric,Automatic,Yes,Electric powertrain with instant torque
B0219,Honda,SR 650 R,Sports,155,34.7,16.7,143,34.2,388956,Japan,2008,Yes,Petrol,Manual,No,Entry-level performance machine
B0220,Hero,R 300 X,Sports,300,26.3,25.2,133,33.9,843720,India,2024,Yes,Petrol,Automatic,Yes,Entry-level performance machine
B0221,Triumph,Thunder 1000 Pro,Naked,650,64.7,49.0,173,14.0,1326017,UK,2014,No,Petrol,Automatic,Yes,High-performance sportbike
B0222,KTM,SR 650 X,Adventure,650,60.5,48.1,174,18.0,1806508,Austria,2025,Yes,Petrol,Automatic,Yes,Dual-purpose adventure tourer
B0223,Ampere,X 110 R,Cruiser,0,86.6,129.0,106,,1981068,India,2008,No,Electric,Manual,Yes,Comfort-focused road cruiser
B0224,Hero,F 500 R,Commuter,125,13.3,11.7,105,44.9,130318,India,2017,No,Petrol,Automatic,Yes,Fuel-efficient daily commuter
B0225,Harley-Davidson,F 800 R,Commuter,100,16.7,13.9,110,34.1,330928,USA,2016,Yes,Petrol,Automatic,No,Fuel-efficient daily commuter
B0226,MV Agusta,GT 350 X,Commuter,0,71.3,101.8,116,,74900,Italy,2015,Yes,Electric,Manual,No,Fuel-efficient daily commuter
B0227,Suzuki,SR 350 S,Naked,900,116.9,120.3,251,13.9,1185271,Japan,2010,No,Petrol,Automatic,Yes,High-performance sportbike
B0228,Harley-Davidson,Classic 200 Pro,Cruiser,1200,135.0,94.2,210,5.8,3513891,USA,2008,No,Petrol,Automatic,No,Comfort-focused road cruiser
B0229,Aprilia,Thunder 300 Pro,Sports,390,63.0,44.8,178,28.4,1325996,Italy,2012,No,Petrol,Manual,No,High-performance sportbike
B0230,Brahmos,S 400 X,Adventure,650,64.6,71.6,188,8.0,1614204,India,2008,No,Petrol,Automatic,Yes,Dual-purpose adventure tourer
B0231,Royal Enfield,Turbo 125,Touring,1250,132.8,81.3,299,13.5,2125554,India,2018,No,Petrol,Manual,Yes,Long-distance touring motorcycle
B0232,Royal Enfield,F 400 Pro,Touring,1250,131.3,100.3,243,5.0,1545256,India,2023,No,Petrol,Manual,Yes,Long-distance touring motorcycle
B0233,Yezdi,GT 110 X,Commuter,125,12.6,13.9,144,60.5,152663,India,2009,No,Petrol,Automatic,Yes,Fuel-efficient daily commuter
B0234,Jawa,Pro 200,Classic,0,93.2,53.3,130,,431655,India,2016,Yes,Electric,Automatic,Yes,Retro-inspired motorcycle with thumping torque
B0235,Aprilia,GT 390 Z,Electric,0,55.8,42.5,101,,675554,Italy,2018,No,Electric,Automatic,No,Electric powertrain with instant torque
B0236,Jawa,X 150 S,Sports,1000,158.8,111.0,198,13.4,1828498,India,2019,Yes,Petrol,Automatic,Yes,High-performance sportbike
B0237,Bajaj,F 650 Z,Naked,200,34.0,17.8,170,35.9,570197,India,2017,Yes,Petrol,Automatic,Yes,Entry-level performance machine
B0238,Suzuki,F 250 Z,Electric,0,67.5,115.5,92,,976329,Japan,2025,No,Electric,Manual,No,Electric powertrain with instant torque
B0239,KTM,SR 800,Commuter,110,10.1,12.1,111,68.5,260301,Austria,2010,No,Petrol,Manual,No,Fuel-efficient daily commuter
B0240,Ather,Turbo 650 R,Sports,150,11.9,8.3,140,54.6,889215,India,2015,No,Petrol,Manual,Yes,Entry-level performance machine
B0241,Ducati,GT 390 Pro,Cruiser,1200,128.0,94.2,224,7.2,2153576,Italy,2008,No,Petrol,Manual,No,Comfort-focused road cruiser
B0242,Kawasaki,F 400 Z,Cruiser,500,57.3,33.0,154,20.8,3141005,Japan,2020,No,Hybrid,Automatic,Yes,Comfort-focused road cruiser
B0243,Aprilia,Pro 110 Pro,Sports,155,39.3,22.5,160,21.3,1694464,Italy,2022,Yes,Hybrid,Manual,No,Entry-level performance machine
B0244,Suzuki,R 650,Naked,200,37.9,14.6,124,21.1,821249,Japan,2017,No,Petrol,Automatic,No,Entry-level performance machine
B0245,Honda,X 300,Classic,250,36.0,23.9,168,34.9,325934,Japan,2014,Yes,Petrol,Automatic,No,Retro-inspired motorcycle with thumping torque
B0246,Ampere,Turbo 300 X,Commuter,100,14.4,8.8,125,61.9,190242,India,2025,Yes,Petrol,Automatic,Yes,Fuel-efficient daily commuter
B0247,Yamaha,X 390 Z,Electric,0,91.5,74.4,65,,153186,Japan,2011,Yes,Electric,Automatic,No,Electric powertrain with instant torque
B0248,Suzuki,Pro 125 R,Touring,650,93.4,51.8,183,16.1,2175657,Japan,2014,No,Petrol,Manual,No,Long-distance touring motorcycle
B0249,Ather,S 350 S,Sports,250,36.4,15.6,159,21.4,452343,India,2023,No,Petrol,Manual,Yes,Entry-level performance machine
B0250,BMW,Classic 300 R,Classic,250,39.6,25.4,161,28.7,604805,Germany,2016,No,Petrol,Automatic,No,Retro-inspired motorcycle with thumping torque
B0251,Harley-Davidson,GT 500 Z,Adventure,250,41.5,16.2,154,23.9,1036396,USA,2023,Yes,Petrol,Automatic,Yes,Dual-purpose adventure tourer
B0252,Royal Enfield,Pro 390 X,Adventure,390,38.9,44.3,177,17.0,1527991,India,2024,Yes,Petrol,Manual,Yes,Dual-purpose adventure tourer
B0253,MV Agusta,Pro 125 X,Sports,155,43.7,24.6,129,34.7,1551348,Italy,2013,Yes,Petrol,Manual,No,Entry-level performance machine
B0254,Royal Enfield,Pro 800 S,Naked,500,48.2,26.2,181,16.5,1053482,India,2017,No,Petrol,Manual,Yes,High-performance sportbike
B0255,Aprilia,S 500 Pro,Classic,650,98.9,52.8,211,12.2,943817,Italy,2010,Yes,Petrol,Automatic,Yes,Retro-inspired motorcycle with thumping torque
B0256,Ducati,SR 125 R,Naked,200,37.9,15.9,134,28.3,1056105,Italy,2025,Yes,Petrol,Manual,No,Entry-level performance machine
B0257,Hero,GT 400 Z,Cruiser,500,50.5,47.3,158,15.8,1402832,India,2014,No,Petrol,Manual,Yes,Comfort-focused road cruiser
B0258,TVS,S 350 X,Cruiser,500,46.4,28.6,163,24.3,1603495,India,2024,No,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0259,BMW,Thunder 300 R,Sports,150,14.3,13.5,143,46.8,595791,Germany,2007,Yes,Petrol,Manual,No,Entry-level performance machine
B0260,Jawa,Pro 1000 Pro,Touring,1250,115.9,72.6,247,9.3,3659116,India,2009,Yes,Petrol,Automatic,Yes,Long-distance touring motorcycle
B0261,Ather,SR 1000 Pro,Adventure,650,81.7,54.0,160,16.5,720610,India,2025,Yes,Petrol,Automatic,Yes,Dual-purpose adventure tourer
B0262,Ultraviolette,Classic 300 S,Naked,125,15.8,9.5,134,46.9,574890,India,2018,No,Petrol,Manual,Yes,Entry-level performance machine
B0263,KTM,Turbo 125 S,Commuter,150,11.7,10.1,145,45.9,287495,Austria,2008,No,Petrol,Manual,Yes,Fuel-efficient daily commuter
B0264,Honda,Pro 400,Commuter,100,19.6,8.0,105,62.9,281378,Japan,2016,Yes,Petrol,Manual,Yes,Fuel-efficient daily commuter
B0265,Royal Enfield,Thunder 400,Naked,650,98.5,47.0,182,15.7,687256,India,2006,No,Petrol,Manual,Yes,High-performance sportbike
B0266,Triumph,SR 400 R,Adventure,250,36.4,29.6,125,39.9,1803228,UK,2007,Yes,Petrol,Manual,No,Dual-purpose adventure tourer
B0267,KTM,Classic 250 S,Touring,650,67.8,77.5,233,8.1,2093217,Austria,2015,Yes,Petrol,Automatic,No,Long-distance touring motorcycle
B0268,Ducati,Pro 1000 Z,Electric,0,87.6,88.2,116,,1625554,Italy,2019,No,Electric,Automatic,No,Electric powertrain with instant torque
B0269,Ather,F 800 R,Sports,600,92.0,59.4,205,14.2,670686,India,2017,No,Petrol,Manual,Yes,High-performance sportbike
B0270,MV Agusta,Classic 110 Z,Commuter,110,12.2,13.4,117,37.3,346028,Italy,2012,Yes,Petrol,Manual,No,Fuel-efficient daily commuter
B0271,Ultraviolette,SR 1000 Z,Cruiser,750,64.3,77.2,223,15.4,2695553,India,2024,No,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0272,Brahmos,S 1000 S,Adventure,800,90.6,62.9,210,10.7,1671950,India,2022,No,Petrol,Automatic,Yes,Dual-purpose adventure tourer
B0273,Royal Enfield,Thunder 1000,Adventure,390,34.8,38.0,180,25.3,565688,India,2016,Yes,Petrol,Automatic,Yes,Dual-purpose adventure tourer
B0274,Triumph,GT 390 S,Commuter,110,19.5,10.1,111,50.0,229216,UK,2019,No,Petrol,Automatic,Yes,Fuel-efficient daily commuter
B0275,Jawa,F 150 Pro,Electric,0,81.8,113.9,90,,1234632,India,2009,No,Electric,Manual,Yes,Electric powertrain with instant torque
B0276,Harley-Davidson,GT 300 X,Commuter,110,18.2,11.1,120,61.4,232054,USA,2010,Yes,Hybrid,Manual,Yes,Fuel-efficient daily commuter
B0277,Ather,F 110 X,Adventure,650,74.4,64.5,192,12.1,1272329,India,2014,Yes,Petrol,Manual,Yes,Dual-purpose adventure tourer
B0278,Yamaha,Pro 350,Cruiser,0,38.4,103.1,108,,2382217,Japan,2025,Yes,Electric,Manual,No,Comfort-focused road cruiser
B0279,BMW,R 110 R,Classic,411,42.7,32.3,174,24.1,719826,Germany,2018,No,Petrol,Automatic,Yes,Retro-inspired motorcycle with thumping torque
B0280,Hero,SR 500 S,Sports,600,63.2,50.8,173,9.1,1065231,India,2021,Yes,Petrol,Automatic,Yes,High-performance sportbike
B0281,TVS,S 125 Pro,Sports,0,18.6,92.7,109,,444398,India,2025,No,Electric,Automatic,Yes,High-performance sportbike
B0282,Yezdi,F 250 S,Sports,1000,158.2,102.4,214,10.5,1431220,India,2025,Yes,Petrol,Automatic,Yes,High-performance sportbike
B0283,Aprilia,Thunder 390,Commuter,0,21.3,41.1,121,,135228,Italy,2016,Yes,Electric,Automatic,No,Fuel-efficient daily commuter
B0284,Ducati,GT 250 S,Commuter,150,16.3,11.0,130,42.0,261551,Italy,2011,Yes,Petrol,Automatic,No,Fuel-efficient daily commuter
B0285,KTM,SR 125,Classic,750,93.1,52.7,170,13.1,1161293,Austria,2025,No,Petrol,Automatic,No,Retro-inspired motorcycle with thumping torque
B0286,Ather,R 125 R,Classic,411,48.2,36.3,202,17.8,254901,India,2008,Yes,Petrol,Manual,Yes,Retro-inspired motorcycle with thumping torque
B0287,Ampere,Turbo 650 Pro,Cruiser,500,30.6,30.4,193,19.7,2325791,India,2007,Yes,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0288,Jawa,Thunder 110 Z,Sports,300,42.4,18.0,144,36.6,600264,India,2012,No,Petrol,Automatic,Yes,Entry-level performance machine
B0289,Royal Enfield,R 390,Sports,155,37.0,19.0,140,23.2,921149,India,2020,Yes,Petrol,Automatic,Yes,Entry-level performance machine
B0290,Aprilia,Classic 100,Cruiser,500,39.4,35.9,141,17.5,1984376,Italy,2024,Yes,Hybrid,Automatic,Yes,Comfort-focused road cruiser
B0291,TVS,Turbo 110,Cruiser,1200,157.9,115.6,187,5.6,2076473,India,2020,Yes,Petrol,Manual,Yes,Comfort-focused road cruiser
B0292,Okinawa,Pro 800,Cruiser,750,77.5,51.8,208,12.3,920575,India,2022,Yes,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0293,Ampere,Turbo 150 Z,Adventure,390,42.9,36.7,210,17.4,1452334,India,2019,No,Petrol,Automatic,Yes,Dual-purpose adventure tourer
B0294,Hero,Pro 300,Commuter,0,68.5,93.9,139,,116153,India,2007,Yes,Electric,Automatic,Yes,Fuel-efficient daily commuter
B0295,Honda,F 350 Z,Sports,155,28.1,24.3,127,21.9,1128139,Japan,2008,Yes,Petrol,Manual,No,Entry-level performance machine
B0296,Bajaj,F 1000 X,Sports,600,85.0,65.7,166,12.4,1306095,India,2025,Yes,Petrol,Manual,Yes,High-performance sportbike
B0297,Harley-Davidson,R 350,Touring,500,59.7,47.3,187,26.9,1685093,USA,2014,Yes,Petrol,Manual,Yes,Long-distance touring motorcycle
B0298,Ultraviolette,R 110,Electric,0,77.0,81.5,109,,467327,India,2022,Yes,Electric,Manual,Yes,Electric powertrain with instant torque
B0299,Bajaj,S 250,Commuter,150,13.1,8.6,111,52.0,173701,India,2015,No,Petrol,Automatic,Yes,Fuel-efficient daily commuter
B0300,KTM,Classic 1000 S,Electric,0,30.6,136.2,115,,1460564,Austria,2022,Yes,Electric,Automatic,No,Electric powertrain with instant torque
B0301,Kawasaki,X 650 Pro,Electric,0,,,126,,879978,Japan,2011,No,Petrol,Manual,No,Electric powertrain with instant torque
B0302,Hero,V 390 Z,Commuter,110,13.5,8.9,116,44.7,147636,India,2023,No,Petrol,Manual,Yes,Fuel-efficient daily commuter
B0303,Honda,SR 650 Pro,Adventure,650,66.9,73.9,233,17.8,1098569,Japan,2006,No,Petrol,Manual,No,Dual-purpose adventure tourer
B0304,Brahmos,Thunder 300 Pro,Cruiser,500,64.0,48.2,188,15.8,1520302,India,2021,Yes,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0305,Okinawa,F 650 X,Sports,300,34.4,15.4,147,25.8,637880,India,2022,No,Petrol,Manual,Yes,Entry-level performance machine
B0306,Honda,Thunder 390 X,Cruiser,500,49.2,30.0,190,24.8,1939696,Japan,2013,Yes,Petrol,Manual,No,Comfort-focused road cruiser
B0307,Brahmos,S 110 Pro,Naked,900,115.6,81.4,224,10.9,988095,India,2024,No,Petrol,Automatic,Yes,High-performance sportbike
B0308,Jawa,SR 150,Classic,411,59.1,27.1,146,18.6,888669,India,2015,No,Petrol,Manual,Yes,Retro-inspired motorcycle with thumping torque
B0309,Bajaj,Turbo 100 S,Cruiser,500,38.5,38.7,173,23.2,2071574,India,2023,Yes,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0310,MV Agusta,V 125 Pro,Adventure,650,87.9,54.5,219,15.9,818744,Italy,2005,No,Petrol,Manual,Yes,Dual-purpose adventure tourer
B0311,Aprilia,Thunder 390 Pro,Classic,411,53.9,27.2,165,22.5,1016129,Italy,2015,Yes,Petrol,Automatic,No,Retro-inspired motorcycle with thumping torque
B0312,Yezdi,F 250,Sports,250,44.5,22.0,171,21.2,659865,India,2012,Yes,Petrol,Automatic,Yes,Entry-level performance machine
B0313,Jawa,Thunder 500 R,Cruiser,350,50.8,41.9,169,21.3,1624917,India,2022,No,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0314,Jawa,GT 400 Z,Cruiser,0,68.3,96.5,99,,1743956,India,2009,Yes,Electric,Automatic,Yes,Comfort-focused road cruiser
B0315,Yezdi,Pro 390,Cruiser,350,63.6,28.6,143,26.5,1574723,India,2011,No,Petrol,Manual,Yes,Comfort-focused road cruiser
B0316,Bajaj,X 800 Z,Sports,390,52.7,30.8,169,18.5,365462,India,2021,No,Petrol,Manual,Yes,High-performance sportbike
B0317,Triumph,F 250 R,Classic,500,35.5,29.8,144,21.1,833515,UK,2007,Yes,Petrol,Manual,Yes,Retro-inspired motorcycle with thumping torque
B0318,Kawasaki,Turbo 650 S,Commuter,0,76.4,99.4,114,,189221,Japan,2017,No,Electric,Automatic,No,Fuel-efficient daily commuter
B0319,Ducati,X 390 Pro,Naked,500,65.1,46.9,171,22.8,1370267,Italy,2014,Yes,Petrol,Manual,No,High-performance sportbike
B0320,Ampere,V 350 R,Commuter,150,19.0,12.1,109,48.5,200096,India,2023,Yes,Petrol,Manual,Yes,Fuel-efficient daily commuter
B0321,KTM,Thunder 250 X,Sports,150,15.1,12.3,112,65.3,444893,Austria,2007,Yes,Petrol,Manual,Yes,Entry-level performance machine
B0322,Kawasaki,R 390,Naked,500,69.0,40.3,160,20.7,753510,Japan,2009,Yes,Petrol,Manual,Yes,High-performance sportbike
B0323,Royal Enfield,V 650 X,Classic,411,34.7,28.3,165,15.1,319920,India,2024,No,Petrol,Manual,Yes,Retro-inspired motorcycle with thumping torque
B0324,Harley-Davidson,S 500 X,Cruiser,883,95.6,106.0,211,13.8,2406851,USA,2009,Yes,Petrol,Manual,Yes,Comfort-focused road cruiser
B0325,Yamaha,X 500 Z,Sports,1000,113.2,75.3,193,9.2,891297,Japan,2023,Yes,Petrol,Automatic,No,High-performance sportbike
B0326,Royal Enfield,V 250 S,Sports,300,39.0,27.5,124,25.9,357687,India,2021,No,Petrol,Automatic,Yes,Entry-level performance machine
B0327,Ultraviolette,S 100 Pro,Naked,650,85.2,79.6,221,16.7,798721,India,2009,No,Petrol,Automatic,Yes,High-performance sportbike
B0328,Triumph,Pro 650,Adventure,800,67.2,66.3,197,19.8,789201,UK,2018,Yes,Petrol,Automatic,Yes,Dual-purpose adventure tourer
B0329,Yamaha,F 150 Pro,Adventure,390,40.2,26.7,178,22.6,2033895,Japan,2010,No,Petrol,Manual,Yes,Dual-purpose adventure tourer
B0330,Brahmos,Turbo 350 Pro,Touring,650,85.1,76.2,228,18.8,2979332,India,2023,Yes,Petrol,Automatic,Yes,Long-distance touring motorcycle
B0331,MV Agusta,Pro 100 R,Cruiser,1200,146.0,123.3,225,5.7,1192569,Italy,2010,Yes,Petrol,Automatic,No,Comfort-focused road cruiser
B0332,Ampere,Classic 650 Pro,Naked,300,32.4,17.8,148,36.6,532170,India,2006,Yes,Petrol,Automatic,Yes,Entry-level performance machine
B0333,Ultraviolette,Turbo 390 Pro,Touring,0,20.2,127.2,79,,1197805,India,2015,No,Electric,Automatic,Yes,Long-distance touring motorcycle
B0334,Ducati,GT 150,Naked,125,16.6,11.1,100,42.4,380046,Italy,2006,Yes,Petrol,Automatic,Yes,Entry-level performance machine
B0335,MV Agusta,X 400 S,Commuter,110,10.3,9.7,120,60.9,169932,Italy,2011,Yes,Petrol,Manual,No,Fuel-efficient daily commuter
B0336,KTM,GT 650 S,Cruiser,1200,95.0,106.8,223,10.4,1325903,Austria,2006,Yes,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0337,Honda,S 400,Sports,1000,121.2,91.3,222,13.2,2884689,Japan,2023,Yes,Petrol,Automatic,Yes,High-performance sportbike
B0338,Kawasaki,V 500,Sports,600,78.8,78.2,178,18.3,1458734,Japan,2019,No,Petrol,Automatic,No,High-performance sportbike
B0339,TVS,Classic 350 X,Adventure,390,43.9,39.4,205,16.5,629445,India,2017,No,Petrol,Automatic,Yes,Dual-purpose adventure tourer
B0340,BMW,S 150 Z,Classic,350,45.4,33.5,195,26.8,811506,Germany,2023,Yes,Hybrid,Manual,No,Retro-inspired motorcycle with thumping torque
B0341,Bajaj,Turbo 250 Z,Adventure,250,24.4,29.3,124,32.0,1693587,India,2007,No,Petrol,Manual,Yes,Dual-purpose adventure tourer
B0342,Ultraviolette,S 800,Commuter,100,15.9,10.7,118,45.6,162590,India,2023,No,Petrol,Automatic,Yes,Fuel-efficient daily commuter
B0343,MV Agusta,Thunder 650 S,Cruiser,350,54.5,37.8,156,27.8,958810,Italy,2008,Yes,Petrol,Automatic,No,Comfort-focused road cruiser
B0344,Hero,S 300,Cruiser,750,76.2,60.2,187,15.9,1550178,India,2009,No,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0345,Ampere,F 125 R,Electric,0,14.7,104.2,62,,371981,India,2009,No,Electric,Automatic,Yes,Electric powertrain with instant torque
B0346,Suzuki,S 300 Z,Commuter,110,13.1,12.9,124,44.2,145132,Japan,2018,Yes,Petrol,Automatic,No,Fuel-efficient daily commuter
B0347,BMW,X 400 X,Classic,750,83.2,78.7,170,9.7,1819079,Germany,2021,No,Petrol,Manual,No,Retro-inspired motorcycle with thumping torque
B0348,TVS,F 650,Cruiser,350,51.6,39.5,146,28.6,1764530,India,2018,No,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0349,Yamaha,V 200 R,Electric,0,11.6,139.0,136,,1498700,Japan,2023,Yes,Electric,Automatic,Yes,Electric powertrain with instant torque
B0350,Triumph,Turbo 110 R,Sports,390,61.4,31.3,175,19.1,557628,UK,2016,Yes,Petrol,Automatic,No,High-performance sportbike
B0351,Ather,SR 350 R,Commuter,100,9.0,8.9,109,63.5,228690,India,2025,Yes,Petrol,Automatic,Yes,Fuel-efficient daily commuter
B0352,Yezdi,Classic 100,Cruiser,750,64.6,50.9,211,13.7,2008414,India,2017,Yes,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0353,Harley-Davidson,Pro 1000 X,Cruiser,350,61.9,34.6,180,29.4,4327304,USA,2024,No,Petrol,Automatic,No,Comfort-focused road cruiser
B0354,Ather,V 800 Pro,Cruiser,750,75.6,72.1,190,16.8,2262516,India,2022,Yes,Petrol,Automatic,Yes,Comfort-focused road cruiser
B0355,Hero,R 100 X,Naked,125,16.2,10.1,118,40.1,153657,India,2024,Yes,Petrol,Manual,Yes,Entry-level performance machine
B0356,Aprilia,R 110 Z,Sports,155,39.1,24.4,171,39.3,560185,Italy,2013,Yes,Petrol,Automatic,No,Entry-level performance machine
B0357,MV Agusta,Classic 200 R,Commuter,100,8.7,10.3,103,40.3,230619,Italy,2010,Yes,Petrol,Automatic,No,Fuel-efficient daily commuter
B0358,Bajaj,Thunder 150 Z,Sports,600,77.7,54.1,164,8.9,1275625,India,2009,Yes,Petrol,Automatic,Yes,High-performance sportbike
B0359,Aprilia,X 500 X,Naked,300,28.2,20.3,120,30.3,1250797,Italy,2005,Yes,Petrol,Manual,No,Entry-level performance machine
B0360,Harley-Davidson,Pro 250 S,Sports,600,62.2,79.9,171,12.4,973703,USA,2022,Yes,Petrol,Manual,Yes,High-performance sportbike
B0361,Honda,V 650 X,Naked,125,12.3,8.5,140,47.5,423225,Japan,2017,Yes,Petrol,Automatic,Yes,Entry-level performance machine
B0362,KTM,Turbo 390 X,Naked,125,8.7,12.7,102,46.2,804067,Austria,2007,Yes,Petrol,Manual,Yes,Entry-level performance machine
B0363,Jawa,X 350 Z,Adventure,250,36.2,14.2,160,21.0,1099717,India,2023,Yes,Petrol,Manual,Yes,Dual-purpose adventure tourer
B0364,TVS,R 110 X,Commuter,110,10.4,10.0,143,46.1,197259,India,2011,Yes,Petrol,Automatic,Yes,Fuel-efficient daily commuter
B0365,Royal Enfield,Classic 110 Pro,Adventure,650,76.6,69.4,230,10.0,1442648,India,2025,Yes,Petrol,Manual,Yes,Dual-purpose adventure tourer
B0366,Triumph,GT 100 X,Classic,250,24.5,15.4,161,31.9,670438,UK,2009,Yes,Petrol,Manual,No,Retro-inspired motorcycle with thumping torque
